longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,income_cat
-117.48,34.08,28.0,1922.0,382.0,15.65,340.0,3.915,117400.0,INLAND,3.0
-118.39,34.18,44.0,477.0,91.0,2.2,112.0,3.3906,223800.0,<1H OCEAN,3.0
-118.3,33.88,30.0,1348.0,333.0,8.85,322.0,3.2574,195300.0,<1H OCEAN,3.0
-118.3,33.99,44.0,1458.0,326.0,11.59,283.0,1.1645,98200.0,<1H OCEAN,1.0
-118.42,33.97,44.0,1462.0,240.0,5.62,237.0,4.9375,365200.0,<1H OCEAN,4.0
-117.92,33.57,37.0,3355.0,492.0,9.21,366.0,7.2988,500001.0,NEAR OCEAN,5.0
-118.39,34.02,45.0,1577.0,421.0,10.42,375.0,3.4375,314500.0,<1H OCEAN,3.0
-118.49,34.05,42.0,1918.0,216.0,6.32,224.0,15.0001,500001.0,<1H OCEAN,5.0
-117.64,33.99,29.0,1005.0,152.0,5.13,149.0,2.4375,181300.0,INLAND,2.0
-118.3,33.88,29.0,850.0,229.0,5.63,204.0,3.7375,247700.0,<1H OCEAN,3.0
-123.18,39.26,25.0,3066.0,570.0,15.58,535.0,3.7880000000000003,134200.0,<1H OCEAN,3.0
-117.24,34.04,5.0,1775.0,234.0,7.26,222.0,7.978,223900.0,INLAND,5.0
-120.22,36.49,14.0,1508.0,347.0,16.79,345.0,2.4786,56000.0,INLAND,2.0
-121.16,37.73,7.0,4956.0,941.0,30.06,915.0,3.4426,139000.0,INLAND,3.0
-120.43,34.96,24.0,1799.0,470.0,14.16,408.0,2.0673,136900.0,<1H OCEAN,2.0
-118.4,34.16,45.0,1176.0,250.0,4.71,228.0,2.3333,364700.0,<1H OCEAN,2.0
-118.56,34.17,35.0,2987.0,391.0,12.44,387.0,7.1322,500001.0,<1H OCEAN,5.0
-118.43,34.26,37.0,1269.0,348.0,18.35,335.0,3.2583,147200.0,<1H OCEAN,3.0
-122.75,38.46,13.0,4323.0,1020.0,25.66,728.0,3.0147,142800.0,<1H OCEAN,3.0
-118.17,33.77,38.0,2239.0,721.0,9.84,684.0,2.346,165600.0,NEAR OCEAN,2.0
-122.71,37.88,21.0,2845.0,552.0,5.99,250.0,4.3125,495800.0,NEAR OCEAN,3.0
-117.99,33.79,29.0,2470.0,560.0,15.89,513.0,3.1801,190500.0,<1H OCEAN,3.0
-117.93,33.86,35.0,931.0,181.0,5.16,174.0,5.5867,182500.0,<1H OCEAN,4.0
-120.82,37.5,21.0,2974.0,495.0,13.13,461.0,4.4886,135400.0,INLAND,3.0
-122.01,37.94,18.0,2077.0,298.0,9.37,292.0,6.3809,273600.0,NEAR BAY,5.0
-118.3,33.9,27.0,3267.0,762.0,20.99,647.0,3.4,224100.0,<1H OCEAN,3.0
-122.21,37.47,43.0,733.0,162.0,4.97,175.0,3.2708,255300.0,NEAR OCEAN,3.0
-120.19,37.53,25.0,1470.0,341.0,7.06,283.0,1.7614,71300.0,INLAND,2.0
-118.27,33.98,45.0,1696.0,424.0,15.02,429.0,1.3042,99200.0,<1H OCEAN,1.0
-121.41,38.62,21.0,3260.0,763.0,17.35,736.0,2.5162,97500.0,INLAND,2.0
-118.33,34.12,23.0,1894.0,416.0,7.69,392.0,6.0352,500001.0,<1H OCEAN,5.0
-118.01,34.15,52.0,2234.0,472.0,9.86,439.0,3.9125,265500.0,INLAND,3.0
-122.27,37.86,49.0,2052.0,435.0,9.24,414.0,2.5417,182700.0,NEAR BAY,2.0
-122.07,37.68,36.0,1815.0,426.0,12.8,431.0,3.25,218100.0,NEAR BAY,3.0
-122.37,37.96,37.0,1572.0,402.0,10.46,350.0,0.7403,68600.0,NEAR BAY,1.0
-122.09,37.64,32.0,1578.0,284.0,8.36,292.0,3.9063,184200.0,NEAR BAY,3.0
-122.35,37.96,32.0,1991.0,504.0,11.39,423.0,2.0353,113600.0,NEAR BAY,2.0
-121.97,36.96,27.0,4001.0,999.0,18.08,945.0,2.5610000000000004,234600.0,NEAR OCEAN,2.0
-117.24,32.79,17.0,1149.0,266.0,4.03,228.0,4.1652,241700.0,NEAR OCEAN,3.0
-118.24,33.9,38.0,2055.0,442.0,15.18,425.0,2.3382,103000.0,<1H OCEAN,2.0
-118.15,33.84,37.0,1508.0,252.0,6.35,241.0,3.75,221300.0,<1H OCEAN,3.0
-122.1,37.65,25.0,2538.0,494.0,11.85,501.0,4.5417,194400.0,NEAR BAY,4.0
-118.38,34.01,18.0,9528.0,2075.0,39.22,1920.0,4.7612,304100.0,<1H OCEAN,4.0
-116.42,33.51,26.0,186.0,48.0,1.02,39.0,2.5625,103100.0,INLAND,2.0
-121.5,38.57,45.0,858.0,254.0,5.1,200.0,1.0114,80000.0,INLAND,1.0
-121.28,37.95,49.0,1200.0,364.0,14.48,318.0,1.1094,52500.0,INLAND,1.0
-121.36,38.42,6.0,3254.0,465.0,11.68,345.0,5.1811,188400.0,INLAND,4.0
-122.15,37.71,18.0,5778.0,1526.0,24.41,1352.0,3.1682,202700.0,NEAR BAY,3.0
-117.66,34.05,14.0,2644.0,525.0,20.21,511.0,3.6467,147500.0,INLAND,3.0
-118.27,33.82,37.0,943.0,218.0,8.03,216.0,5.2287,191100.0,<1H OCEAN,4.0
-118.21,33.88,32.0,1507.0,379.0,10.82,350.0,3.225,138200.0,<1H OCEAN,3.0
-119.12,34.25,31.0,737.0,146.0,14.36,168.0,3.5625,194100.0,NEAR OCEAN,3.0
-118.6,34.02,36.0,2043.0,467.0,6.06,326.0,8.4331,500001.0,NEAR OCEAN,5.0
-121.26,37.96,43.0,527.0,133.0,3.67,152.0,2.5,63600.0,INLAND,2.0
-122.14,37.47,37.0,3373.0,815.0,29.09,705.0,2.8868,156600.0,NEAR BAY,2.0
-118.1,33.99,36.0,1529.0,290.0,12.71,287.0,3.6875,175200.0,<1H OCEAN,3.0
-118.29,33.84,11.0,2274.0,617.0,18.97,622.0,3.5094,162900.0,<1H OCEAN,3.0
-118.6,34.26,18.0,6154.0,1070.0,30.1,1034.0,5.6392,271500.0,<1H OCEAN,4.0
-117.17,34.25,15.0,4236.0,753.0,7.03,255.0,3.5625,165500.0,INLAND,3.0
-118.02,33.62,11.0,3969.0,834.0,15.08,754.0,4.3409,271400.0,NEAR OCEAN,3.0
-117.07,32.77,38.0,1130.0,228.0,6.99,241.0,2.65,167600.0,NEAR OCEAN,2.0
-118.32,33.75,33.0,2996.0,398.0,10.48,387.0,9.267000000000001,500001.0,NEAR OCEAN,5.0
-116.87,34.24,15.0,4419.0,822.0,6.22,267.0,3.9688,182800.0,INLAND,3.0
-118.12,34.06,25.0,1137.0,293.0,8.0,281.0,2.4286,233300.0,<1H OCEAN,2.0
-121.24,38.63,4.0,11021.0,1565.0,38.57,1494.0,7.2582,273200.0,INLAND,5.0
-119.74,34.44,26.0,4257.0,1031.0,18.61,950.0,3.4047,294500.0,NEAR OCEAN,3.0
-120.31,38.02,11.0,2366.0,398.0,10.46,387.0,3.8203,139700.0,INLAND,3.0
-121.93,37.53,27.0,5532.0,973.0,28.55,960.0,4.7478,243500.0,<1H OCEAN,4.0
-118.31,33.95,43.0,1823.0,358.0,10.65,342.0,3.2708,131000.0,<1H OCEAN,3.0
-118.17,33.88,42.0,1645.0,371.0,11.61,351.0,3.0893,162700.0,<1H OCEAN,3.0
-122.44,37.75,21.0,5457.0,1247.0,23.04,1180.0,4.5469,409700.0,NEAR BAY,4.0
-121.2,37.8,24.0,1698.0,344.0,9.27,313.0,3.5625,130800.0,INLAND,3.0
-118.52,34.23,35.0,1471.0,210.0,7.35,219.0,8.3841,472200.0,<1H OCEAN,5.0
-122.28,37.85,52.0,1898.0,421.0,11.02,397.0,1.808,105500.0,NEAR BAY,2.0
-117.12,32.76,17.0,1559.0,462.0,8.21,428.0,2.0139,150000.0,NEAR OCEAN,2.0
-123.08,40.4,10.0,365.0,102.0,1.4,49.0,1.7969,37500.0,INLAND,2.0
-118.26,34.24,35.0,2485.0,418.0,12.26,406.0,5.7083,329500.0,<1H OCEAN,4.0
-118.27,34.11,41.0,4138.0,1130.0,18.59,1030.0,2.978,306800.0,<1H OCEAN,2.0
-117.75,34.1,21.0,8069.0,2174.0,43.69,2036.0,3.2756,156800.0,INLAND,3.0
-117.87,33.88,28.0,3333.0,752.0,20.26,722.0,3.5667,190700.0,<1H OCEAN,3.0
-122.74,38.46,9.0,2268.0,594.0,13.11,585.0,2.6607,91500.0,<1H OCEAN,2.0
-121.9,38.72,38.0,575.0,107.0,2.59,109.0,3.75,187500.0,INLAND,3.0
-122.08,37.94,44.0,2185.0,357.0,9.43,366.0,4.725,232100.0,NEAR BAY,4.0
-118.58,34.19,15.0,3061.0,1079.0,21.73,1078.0,2.85,187500.0,<1H OCEAN,2.0
-122.05,37.96,35.0,2190.0,384.0,11.54,401.0,3.8456,159800.0,NEAR BAY,3.0
-117.06,32.76,36.0,2785.0,577.0,12.75,527.0,2.3015,156800.0,NEAR OCEAN,2.0
-117.95,33.76,29.0,1829.0,366.0,17.03,343.0,4.1295,188000.0,<1H OCEAN,3.0
-117.63,33.63,6.0,3068.0,549.0,9.85,536.0,4.2009,238000.0,<1H OCEAN,3.0
-118.34,33.89,36.0,2274.0,411.0,12.32,423.0,5.372999999999999,244500.0,<1H OCEAN,4.0
-122.49,37.67,35.0,5275.0,903.0,28.92,842.0,4.6771,266400.0,NEAR OCEAN,4.0
-117.98,34.13,37.0,1447.0,309.0,12.79,290.0,4.0083,142900.0,INLAND,3.0
-118.3,33.93,40.0,2434.0,477.0,16.46,453.0,3.2024,128000.0,<1H OCEAN,3.0
-121.97,37.55,17.0,4924.0,1247.0,30.8,1182.0,3.168,189400.0,<1H OCEAN,3.0
-118.08,33.93,33.0,2263.0,511.0,16.26,457.0,3.5556,172800.0,<1H OCEAN,3.0
-117.14,32.71,52.0,979.0,314.0,9.75,297.0,1.2375,100000.0,NEAR OCEAN,1.0
-121.98,37.53,26.0,3179.0,703.0,21.42,639.0,4.1947,222700.0,<1H OCEAN,3.0
-120.43,34.89,30.0,1979.0,342.0,9.99,320.0,5.0286,158000.0,<1H OCEAN,4.0
-117.32,34.07,26.0,971.0,245.0,5.92,207.0,2.1125,84000.0,INLAND,2.0
-121.99,37.36,33.0,2677.0,644.0,14.69,633.0,3.2048,261800.0,<1H OCEAN,3.0
-118.28,33.94,43.0,1201.0,292.0,8.4,252.0,2.7917,105600.0,<1H OCEAN,2.0
-117.08,32.73,36.0,1158.0,218.0,6.19,233.0,3.6125,122500.0,NEAR OCEAN,3.0
-122.04,37.34,20.0,4475.0,1048.0,22.71,1021.0,4.8836,396200.0,<1H OCEAN,4.0
-119.49,34.39,17.0,4617.0,982.0,23.03,923.0,3.9224,230600.0,NEAR OCEAN,3.0
-118.33,34.16,37.0,2381.0,575.0,12.35,499.0,3.7941,247800.0,<1H OCEAN,3.0
-122.43,37.73,49.0,1435.0,322.0,10.08,329.0,4.0,264000.0,NEAR BAY,3.0
-120.05,34.47,21.0,1241.0,248.0,7.46,211.0,3.8056,425000.0,NEAR OCEAN,3.0
-119.78,36.83,18.0,4164.0,741.0,18.17,681.0,4.2153,95200.0,INLAND,3.0
-117.19,32.77,30.0,2747.0,640.0,31.85,657.0,3.765,238000.0,NEAR OCEAN,3.0
-122.02,37.88,16.0,3031.0,438.0,10.87,421.0,7.3732,287300.0,NEAR BAY,5.0
-122.62,38.92,13.0,520.0,115.0,2.49,109.0,1.8417,84700.0,INLAND,2.0
-121.77,38.69,47.0,1697.0,318.0,7.75,276.0,3.4559,123100.0,INLAND,3.0
-122.37,37.94,49.0,969.0,229.0,5.99,195.0,1.3167,71600.0,NEAR BAY,1.0
-119.53,34.4,14.0,1671.0,383.0,10.79,365.0,3.1389,248700.0,<1H OCEAN,3.0
-122.5,37.76,43.0,2108.0,456.0,12.99,447.0,3.1406,316200.0,NEAR OCEAN,3.0
-120.07,36.74,19.0,2627.0,502.0,12.95,441.0,3.0869999999999997,88200.0,INLAND,3.0
-121.61,37.77,32.0,404.0,74.0,1.44,58.0,4.2083,125000.0,INLAND,3.0
-122.41,37.74,52.0,2058.0,399.0,12.08,399.0,3.6429,230000.0,NEAR BAY,3.0
-122.02,37.28,25.0,3437.0,428.0,11.98,411.0,9.3464,500001.0,<1H OCEAN,5.0
-122.72,38.35,16.0,3049.0,609.0,16.75,618.0,2.4117,162500.0,<1H OCEAN,2.0
-121.14,40.29,17.0,1944.0,394.0,3.84,172.0,1.6875,111500.0,INLAND,2.0
-118.58,34.2,21.0,2979.0,744.0,18.24,692.0,3.5,223700.0,<1H OCEAN,3.0
-117.92,33.75,8.0,2325.0,598.0,15.11,565.0,3.3629,137500.0,<1H OCEAN,3.0
-121.88,37.32,30.0,1242.0,338.0,14.38,325.0,2.6607,169300.0,<1H OCEAN,2.0
-118.35,33.91,34.0,2055.0,448.0,11.34,408.0,3.825,235400.0,<1H OCEAN,3.0
-122.46,37.79,52.0,899.0,96.0,3.04,110.0,14.2959,500001.0,NEAR BAY,5.0
-119.18,34.18,31.0,2636.0,638.0,26.95,614.0,3.2196,175800.0,NEAR OCEAN,3.0
-117.17,32.78,17.0,3845.0,1051.0,31.02,944.0,2.3658,164100.0,NEAR OCEAN,2.0
-121.58,39.16,36.0,1206.0,197.0,5.37,204.0,3.3611,79800.0,INLAND,3.0
-122.5,37.75,46.0,2298.0,457.0,14.29,477.0,4.0217,272400.0,NEAR OCEAN,3.0
-118.14,33.89,33.0,1250.0,276.0,8.66,268.0,4.1708,175000.0,<1H OCEAN,3.0
-121.7,39.07,26.0,2668.0,510.0,14.37,505.0,3.3125,100000.0,INLAND,3.0
-117.92,34.06,34.0,2819.0,609.0,17.18,558.0,3.5547,197600.0,<1H OCEAN,3.0
-117.98,35.13,5.0,4849.0,920.0,25.04,847.0,3.5391,81900.0,INLAND,3.0
-122.09,37.63,35.0,1213.0,221.0,7.9,243.0,4.7019,174100.0,NEAR BAY,4.0
-122.0,37.97,27.0,2491.0,428.0,11.71,431.0,5.1021,202800.0,INLAND,4.0
-121.23,38.12,22.0,393.0,58.0,1.34,57.0,3.95,178100.0,INLAND,3.0
-118.42,33.92,41.0,1621.0,279.0,7.56,277.0,5.0594,346000.0,<1H OCEAN,4.0
-122.28,37.86,52.0,1659.0,367.0,7.88,346.0,2.8214,164300.0,NEAR BAY,2.0
-122.41,37.8,52.0,2618.0,611.0,13.28,559.0,4.1607,350000.0,NEAR BAY,3.0
-117.22,33.92,5.0,16884.0,2865.0,95.09,2688.0,4.0938,130900.0,INLAND,3.0
-122.16,38.05,34.0,2434.0,428.0,9.26,423.0,4.6776,208300.0,NEAR BAY,4.0
-118.01,34.11,32.0,1978.0,536.0,8.26,470.0,2.5114,212200.0,INLAND,2.0
-117.68,33.55,5.0,2262.0,427.0,10.16,402.0,6.065,315500.0,<1H OCEAN,5.0
-119.08,35.34,15.0,1474.0,235.0,7.68,238.0,4.1528,130100.0,INLAND,3.0
-122.04,37.0,52.0,3365.0,644.0,7.96,333.0,2.9712,116600.0,NEAR OCEAN,2.0
-122.23,40.4,18.0,2102.0,377.0,10.59,384.0,3.0556,95500.0,INLAND,3.0
-117.24,32.74,44.0,1686.0,285.0,7.12,298.0,4.0268,298600.0,NEAR OCEAN,3.0
-118.24,34.14,28.0,1843.0,554.0,14.02,512.0,2.4619999999999997,254000.0,<1H OCEAN,2.0
-122.39,37.6,44.0,2304.0,384.0,9.86,379.0,4.652,387100.0,NEAR OCEAN,4.0
-121.85,39.77,17.0,5273.0,1177.0,24.46,1199.0,1.9362,89900.0,INLAND,2.0
-122.15,37.46,39.0,906.0,109.0,3.53,112.0,10.3942,500001.0,NEAR BAY,5.0
-118.46,34.26,36.0,1394.0,254.0,7.61,262.0,4.9485,217100.0,<1H OCEAN,4.0
-121.69,39.36,29.0,2220.0,471.0,11.7,428.0,2.3224,56200.0,INLAND,2.0
-117.27,34.11,44.0,567.0,134.0,5.65,150.0,1.8281,62900.0,INLAND,2.0
-118.22,33.84,38.0,1928.0,429.0,13.58,399.0,4.0687,160300.0,<1H OCEAN,3.0
-120.47,37.34,9.0,2934.0,511.0,12.27,501.0,3.6742,117200.0,INLAND,3.0
-118.31,33.94,40.0,1550.0,,7.98,270.0,3.775,153800.0,<1H OCEAN,3.0
-117.29,34.49,3.0,7689.0,1545.0,38.04,1399.0,3.3871,111800.0,INLAND,3.0
-118.06,34.08,37.0,778.0,205.0,8.5,198.0,2.5119,180500.0,<1H OCEAN,2.0
-117.97,34.05,36.0,931.0,160.0,7.46,201.0,3.1667,158000.0,<1H OCEAN,3.0
-122.3,37.89,36.0,1077.0,293.0,5.18,276.0,3.0208,206300.0,NEAR BAY,3.0
-118.51,34.21,36.0,2396.0,421.0,10.64,398.0,4.7,223600.0,<1H OCEAN,4.0
-121.46,39.4,17.0,3659.0,735.0,19.7,667.0,2.425,96200.0,INLAND,2.0
-121.77,36.53,18.0,2321.0,358.0,8.03,341.0,10.1854,426000.0,<1H OCEAN,5.0
-122.0,37.54,26.0,1910.0,371.0,8.52,357.0,5.8325,298900.0,<1H OCEAN,4.0
-118.01,34.13,36.0,1332.0,217.0,6.48,203.0,4.7159,365900.0,INLAND,4.0
-122.9,39.23,39.0,1295.0,240.0,5.34,179.0,3.9519,98900.0,INLAND,3.0
-115.57,32.78,29.0,2321.0,367.0,11.73,360.0,4.0375,86400.0,INLAND,3.0
-119.78,38.69,17.0,1364.0,282.0,3.38,152.0,2.45,117600.0,INLAND,2.0
-122.27,38.28,37.0,1170.0,303.0,7.66,302.0,2.6618,136200.0,NEAR BAY,2.0
-118.31,33.74,36.0,2464.0,472.0,11.11,457.0,4.5074,350000.0,NEAR OCEAN,4.0
-118.05,34.1,36.0,1606.0,318.0,8.89,294.0,4.7931,272600.0,INLAND,4.0
-121.44,37.74,33.0,1875.0,363.0,9.7,381.0,3.5096,141700.0,INLAND,3.0
-117.89,33.94,20.0,3349.0,685.0,18.22,675.0,4.7216,227000.0,<1H OCEAN,4.0
-122.09,37.7,31.0,2053.0,336.0,8.67,329.0,4.3375,241800.0,NEAR BAY,3.0
-121.6,37.9,5.0,14684.0,2252.0,42.76,1722.0,6.9051,340900.0,INLAND,5.0
-119.34,36.3,13.0,2394.0,458.0,11.77,389.0,2.6875,74400.0,INLAND,2.0
-121.4,36.86,36.0,1256.0,270.0,9.1,255.0,1.9405,145400.0,INLAND,2.0
-118.07,34.1,32.0,4275.0,,28.12,1012.0,3.3512,214100.0,<1H OCEAN,3.0
-122.08,37.59,16.0,1816.0,365.0,13.67,355.0,4.235,156300.0,NEAR BAY,3.0
-121.56,39.51,46.0,1885.0,385.0,8.71,347.0,1.6352,53100.0,INLAND,2.0
-118.75,34.26,24.0,2234.0,373.0,13.25,383.0,5.4604,193400.0,<1H OCEAN,4.0
-118.32,34.26,24.0,5106.0,1010.0,23.1,957.0,4.4375,191500.0,<1H OCEAN,3.0
-122.27,37.83,49.0,1215.0,282.0,5.7,264.0,1.4861,97200.0,NEAR BAY,1.0
-121.34,38.61,22.0,1778.0,408.0,8.75,375.0,2.6023,142200.0,INLAND,2.0
-118.3,34.05,46.0,1386.0,457.0,18.45,485.0,2.1414,157700.0,<1H OCEAN,2.0
-118.27,34.27,27.0,5205.0,859.0,23.63,888.0,6.1946,276100.0,<1H OCEAN,5.0
-117.64,33.49,3.0,2516.0,429.0,7.81,337.0,5.6197,271600.0,<1H OCEAN,4.0
-117.05,32.8,23.0,3309.0,401.0,11.16,386.0,7.916,330600.0,<1H OCEAN,5.0
-118.43,34.03,39.0,1733.0,429.0,8.55,387.0,3.2308,340800.0,<1H OCEAN,3.0
-121.85,38.0,24.0,2269.0,584.0,12.39,542.0,2.0411,100000.0,INLAND,2.0
-122.45,37.78,48.0,1013.0,194.0,4.64,205.0,3.2011,428300.0,NEAR BAY,3.0
-119.18,34.22,15.0,4615.0,1008.0,25.49,973.0,3.9063,198700.0,NEAR OCEAN,3.0
-117.49,33.98,17.0,2727.0,462.0,16.91,448.0,4.8371,160600.0,INLAND,4.0
-117.28,34.15,36.0,1734.0,280.0,6.04,259.0,3.8292,122200.0,INLAND,3.0
-116.97,33.74,31.0,2712.0,628.0,15.19,629.0,1.942,86200.0,INLAND,2.0
-118.12,33.93,27.0,580.0,143.0,4.66,133.0,3.0909,187500.0,<1H OCEAN,3.0
-118.27,33.99,41.0,656.0,162.0,7.3,170.0,1.8047,101800.0,<1H OCEAN,2.0
-117.59,33.44,3.0,5813.0,1264.0,23.63,1041.0,4.3897,341300.0,NEAR OCEAN,3.0
-117.08,32.62,16.0,5192.0,1381.0,32.61,1321.0,2.2685,151900.0,NEAR OCEAN,2.0
-118.88,34.22,22.0,3654.0,517.0,15.65,518.0,6.2748,274800.0,<1H OCEAN,5.0
-118.46,33.97,18.0,9430.0,2473.0,34.08,2003.0,6.1726,500001.0,<1H OCEAN,5.0
-118.23,34.13,48.0,1308.0,,8.35,294.0,4.2891,214800.0,<1H OCEAN,3.0
-120.08,41.79,34.0,1355.0,262.0,4.34,178.0,2.0903,56100.0,INLAND,2.0
-118.17,34.11,39.0,1758.0,436.0,8.92,447.0,3.6406,278900.0,<1H OCEAN,3.0
-117.25,32.8,26.0,2442.0,659.0,11.34,624.0,3.3274,295500.0,NEAR OCEAN,3.0
-116.62,34.23,14.0,6438.0,1719.0,15.86,691.0,1.6136,67400.0,INLAND,2.0
-122.22,37.77,52.0,1137.0,301.0,8.66,259.0,2.59,96400.0,NEAR BAY,2.0
-118.2,33.79,47.0,2549.0,626.0,13.88,606.0,3.0135,192700.0,NEAR OCEAN,3.0
-119.28,35.52,36.0,786.0,194.0,5.73,134.0,2.2321,37500.0,INLAND,2.0
-118.09,34.0,35.0,1580.0,331.0,12.9,338.0,4.1458,162500.0,<1H OCEAN,3.0
-121.41,38.56,17.0,7228.0,1369.0,24.55,1365.0,5.1385,179500.0,INLAND,4.0
-115.52,34.22,30.0,540.0,136.0,1.22,63.0,1.3333,42500.0,INLAND,1.0
-121.98,37.14,37.0,74.0,19.0,0.63,17.0,9.5908,350000.0,<1H OCEAN,5.0
-118.94,35.38,26.0,4800.0,831.0,23.65,743.0,3.7533,87000.0,INLAND,3.0
-122.44,37.73,52.0,866.0,205.0,5.87,171.0,5.0224,261900.0,NEAR BAY,4.0
-121.87,37.38,16.0,1050.0,245.0,7.22,228.0,4.5187,163500.0,<1H OCEAN,4.0
-117.13,32.92,16.0,1565.0,257.0,8.93,239.0,5.5036,192300.0,<1H OCEAN,4.0
-122.35,37.97,31.0,2892.0,685.0,21.04,641.0,3.2188,113800.0,NEAR BAY,3.0
-120.38,36.76,12.0,932.0,244.0,10.43,243.0,1.4038,54300.0,INLAND,1.0
-116.91,32.81,22.0,4331.0,637.0,19.52,654.0,5.4834,232000.0,<1H OCEAN,4.0
-118.59,34.21,34.0,1943.0,320.0,8.95,305.0,5.0462,227700.0,<1H OCEAN,4.0
-118.18,33.83,52.0,2569.0,484.0,10.3,451.0,4.1301,268400.0,NEAR OCEAN,3.0
-116.94,34.4,20.0,6541.0,1401.0,26.31,980.0,2.1339,78500.0,INLAND,2.0
-118.26,34.06,38.0,715.0,282.0,11.74,300.0,2.345,225000.0,<1H OCEAN,2.0
-117.84,33.98,26.0,3638.0,557.0,19.93,593.0,6.1076,221200.0,<1H OCEAN,5.0
-122.16,37.73,49.0,1699.0,408.0,7.68,385.0,2.8301,171600.0,NEAR BAY,2.0
-122.02,37.34,30.0,1036.0,151.0,4.67,156.0,6.4479999999999995,360600.0,<1H OCEAN,5.0
-117.88,33.73,33.0,2291.0,594.0,32.32,589.0,3.2037,163500.0,<1H OCEAN,3.0
-122.08,37.4,19.0,3565.0,858.0,16.39,744.0,4.1544,277000.0,NEAR BAY,3.0
-117.08,32.73,19.0,2935.0,763.0,19.53,720.0,1.4254,111300.0,NEAR OCEAN,1.0
-117.89,33.61,45.0,1883.0,419.0,6.53,328.0,4.2222,500001.0,<1H OCEAN,3.0
-118.28,34.1,48.0,805.0,246.0,6.33,235.0,2.3421,200000.0,<1H OCEAN,2.0
-122.27,37.54,16.0,3913.0,565.0,17.52,557.0,7.3644,419700.0,NEAR BAY,5.0
-118.2,33.99,35.0,1705.0,523.0,22.52,508.0,2.3421,154200.0,<1H OCEAN,2.0
-117.56,33.88,36.0,838.0,210.0,7.22,180.0,2.4861,96200.0,INLAND,2.0
-122.29,37.81,23.0,1745.0,374.0,10.54,325.0,0.8026,112500.0,NEAR BAY,1.0
-117.22,33.93,14.0,5104.0,1026.0,35.13,972.0,3.2148,117000.0,INLAND,3.0
-117.69,33.6,17.0,2150.0,361.0,11.94,335.0,5.4622,227000.0,<1H OCEAN,4.0
-118.16,33.84,36.0,1348.0,234.0,6.43,221.0,3.6447,211000.0,<1H OCEAN,3.0
-120.01,38.91,27.0,968.0,191.0,2.83,143.0,2.0938,94400.0,INLAND,2.0
-118.14,33.86,43.0,2104.0,382.0,10.71,396.0,5.0,208900.0,<1H OCEAN,4.0
-120.1,36.96,20.0,2100.0,317.0,9.1,274.0,4.8187,90900.0,INLAND,4.0
-117.04,32.9,6.0,6525.0,826.0,31.46,806.0,9.2858,436100.0,<1H OCEAN,5.0
-122.01,37.4,14.0,4841.0,1130.0,8.13,517.0,3.7614,137500.0,<1H OCEAN,3.0
-116.77,33.92,19.0,2307.0,525.0,12.66,437.0,1.6875,63000.0,INLAND,2.0
-118.63,34.11,35.0,3795.0,690.0,15.21,653.0,5.8735,448100.0,<1H OCEAN,4.0
-122.01,37.31,26.0,1391.0,241.0,7.0,236.0,6.6766,332700.0,<1H OCEAN,5.0
-121.15,39.0,15.0,4145.0,691.0,18.72,680.0,4.3553,220600.0,INLAND,3.0
-120.44,34.91,12.0,3189.0,463.0,12.0,442.0,5.2989999999999995,226800.0,<1H OCEAN,4.0
-121.36,38.61,37.0,2191.0,394.0,9.51,362.0,3.8882,159500.0,INLAND,3.0
-121.89,37.99,4.0,2171.0,597.0,9.28,461.0,4.1016,170500.0,INLAND,3.0
-122.45,37.63,28.0,4946.0,848.0,26.83,824.0,5.747999999999999,302100.0,NEAR OCEAN,4.0
-122.03,37.3,22.0,3583.0,758.0,17.92,695.0,5.4842,335300.0,<1H OCEAN,4.0
-118.31,34.09,34.0,2065.0,839.0,26.26,775.0,1.8214,211100.0,<1H OCEAN,2.0
-120.16,39.04,18.0,2040.0,402.0,3.5,129.0,4.0313,126000.0,INLAND,3.0
-118.78,34.27,20.0,2743.0,685.0,17.98,613.0,3.6761,170900.0,<1H OCEAN,3.0
-118.46,34.21,7.0,2081.0,657.0,14.56,535.0,3.5,186900.0,<1H OCEAN,3.0
-117.88,33.7,17.0,5122.0,1544.0,29.66,1339.0,3.4835,116700.0,<1H OCEAN,3.0
-118.06,34.0,34.0,5002.0,917.0,25.97,893.0,3.9243,219800.0,<1H OCEAN,3.0
-121.67,36.66,19.0,9371.0,1980.0,42.59,1882.0,3.6875,189700.0,<1H OCEAN,3.0
-122.24,37.47,36.0,2021.0,433.0,11.17,432.0,3.929,303100.0,NEAR OCEAN,3.0
-118.19,33.94,45.0,1403.0,315.0,11.11,311.0,3.3846,168100.0,<1H OCEAN,3.0
-118.84,34.22,11.0,3170.0,420.0,14.18,432.0,7.5118,361900.0,<1H OCEAN,5.0
-121.34,38.65,27.0,1595.0,246.0,6.1,253.0,4.6,199000.0,INLAND,4.0
-118.49,34.43,15.0,8244.0,1409.0,44.53,1357.0,5.4829,199600.0,<1H OCEAN,4.0
-118.35,33.91,31.0,2583.0,663.0,16.75,612.0,3.5234,265000.0,<1H OCEAN,3.0
-118.35,33.99,47.0,2183.0,380.0,9.27,371.0,4.9531,180100.0,<1H OCEAN,4.0
